bfly21_tmp(1)=6228+j6113, temp_bfly21(1)=1594368+j1564928, bfly21(1)=6228+j6113
bfly21_tmp(264)=360+j1860, temp_bfly21(264)=271500+j-401820, bfly21(264)=1061+j-1570
bfly21_tmp(265)=-2605+j628, temp_bfly21(265)=-666880+j160768, bfly21(265)=-2605+j628
bfly21_tmp(266)=495+j-911, temp_bfly21(266)=126720+j-233216, bfly21(266)=495+j-911
bfly21_tmp(267)=1923+j-2582, temp_bfly21(267)=492288+j-660992, bfly21(267)=1923+j-2582
bfly21_tmp(268)=-59+j-457, temp_bfly21(268)=-116992+j15104, bfly21(268)=-457+j59
bfly21_tmp(269)=-2310+j2207, temp_bfly21(269)=-591360+j564992, bfly21(269)=-2310+j2207
bfly21_tmp(270)=689+j1071, temp_bfly21(270)=318560+j69142, bfly21(270)=1244+j270
bfly21_tmp(271)=-3120+j-617, temp_bfly21(271)=-798720+j-157952, bfly21(271)=-3120+j-617
bfly21_tmp(272)=-881+j-1663, temp_bfly21(272)=-141542+j460464, bfly21(272)=-553+j1799
bfly21_tmp(273)=1476+j-1058, temp_bfly21(273)=377856+j-270848, bfly21(273)=1476+j-1058
bfly21_tmp(274)=-1056+j-2897, temp_bfly21(274)=-270336+j-741632, bfly21(274)=-1056+j-2897
bfly21_tmp(275)=-2526+j2952, temp_bfly21(275)=-646656+j755712, bfly21(275)=-2526+j2952
bfly21_tmp(276)=-404+j-2435, temp_bfly21(276)=-623360+j103424, bfly21(276)=-2435+j404
bfly21_tmp(277)=-342+j158, temp_bfly21(277)=-87552+j40448, bfly21(277)=-342+j158
bfly21_tmp(278)=-3637+j-2106, temp_bfly21(278)=-1039483+j277111, bfly21(278)=-4060+j1082
bfly21_tmp(279)=1340+j-556, temp_bfly21(279)=343040+j-142336, bfly21(279)=1340+j-556
bfly21_tmp(280)=-2067+j726, temp_bfly21(280)=505533+j242721, bfly21(280)=1975+j948
bfly21_tmp(281)=-885+j2513, temp_bfly21(281)=-226560+j643328, bfly21(281)=-885+j2513
bfly21_tmp(282)=-1083+j-2094, temp_bfly21(282)=-277248+j-536064, bfly21(282)=-1083+j-2094
bfly21_tmp(283)=-441+j2259, temp_bfly21(283)=-112896+j578304, bfly21(283)=-441+j2259
bfly21_tmp(284)=-1255+j968, temp_bfly21(284)=247808+j321280, bfly21(284)=968+j1255
bfly21_tmp(285)=-638+j-782, temp_bfly21(285)=-163328+j-200192, bfly21(285)=-638+j-782
bfly21_tmp(286)=-672+j-1073, temp_bfly21(286)=-315845+j-72581, bfly21(286)=-1234+j-284
bfly21_tmp(287)=688+j674, temp_bfly21(287)=176128+j172544, bfly21(287)=688+j674
bfly21_tmp(288)=2974+j-369, temp_bfly21(288)=-605083+j-471505, bfly21(288)=-2364+j-1842
bfly21_tmp(289)=-853+j-2110, temp_bfly21(289)=-218368+j-540160, bfly21(289)=-853+j-2110
bfly21_tmp(290)=-217+j1700, temp_bfly21(290)=-55552+j435200, bfly21(290)=-217+j1700
bfly21_tmp(291)=-2043+j-1842, temp_bfly21(291)=-523008+j-471552, bfly21(291)=-2043+j-1842
bfly21_tmp(292)=2273+j2932, temp_bfly21(292)=750592+j-581888, bfly21(292)=2932+j-2273
bfly21_tmp(293)=2840+j929, temp_bfly21(293)=727040+j237824, bfly21(293)=2840+j929
bfly21_tmp(294)=-2990+j363, temp_bfly21(294)=-475487+j606893, bfly21(294)=-1857+j2371
bfly21_tmp(295)=1392+j399, temp_bfly21(295)=356352+j102144, bfly21(295)=1392+j399
bfly21_tmp(296)=818+j373, temp_bfly21(296)=-80545+j-215571, bfly21(296)=-315+j-842
bfly21_tmp(297)=-2305+j1497, temp_bfly21(297)=-590080+j383232, bfly21(297)=-2305+j1497
bfly21_tmp(298)=1276+j477, temp_bfly21(298)=326656+j122112, bfly21(298)=1276+j477
bfly21_tmp(299)=2347+j-2397, temp_bfly21(299)=600832+j-613632, bfly21(299)=2347+j-2397
bfly21_tmp(300)=-278+j-1899, temp_bfly21(300)=-486144+j71168, bfly21(300)=-1899+j278
bfly21_tmp(301)=564+j1486, temp_bfly21(301)=144384+j380416, bfly21(301)=564+j1486
bfly21_tmp(302)=-2137+j-840, temp_bfly21(302)=-538837+j234757, bfly21(302)=-2105+j917
bfly21_tmp(303)=2466+j-1474, temp_bfly21(303)=631296+j-377344, bfly21(303)=2466+j-1474
bfly21_tmp(304)=2435+j690, temp_bfly21(304)=-315845+j-565625, bfly21(304)=-1234+j-2209
bfly21_tmp(305)=-884+j-288, temp_bfly21(305)=-226304+j-73728, bfly21(305)=-884+j-288
bfly21_tmp(306)=-894+j-2288, temp_bfly21(306)=-228864+j-585728, bfly21(306)=-894+j-2288
bfly21_tmp(307)=-1880+j-3552, temp_bfly21(307)=-481280+j-909312, bfly21(307)=-1880+j-3552
bfly21_tmp(308)=-2976+j-186, temp_bfly21(308)=-47616+j761856, bfly21(308)=-186+j2976
bfly21_tmp(309)=1164+j-1272, temp_bfly21(309)=297984+j-325632, bfly21(309)=1164+j-1272
bfly21_tmp(310)=-2318+j4116, temp_bfly21(310)=325438+j1164554, bfly21(310)=1271+j4549
bfly21_tmp(311)=-628+j-1204, temp_bfly21(311)=-160768+j-308224, bfly21(311)=-628+j-1204
bfly21_tmp(312)=52+j674, temp_bfly21(312)=112582+j-131406, bfly21(312)=440+j-513
bfly21_tmp(313)=355+j-4892, temp_bfly21(313)=90880+j-1252352, bfly21(313)=355+j-4892
bfly21_tmp(314)=-3189+j-196, temp_bfly21(314)=-816384+j-50176, bfly21(314)=-3189+j-196
bfly21_tmp(315)=2137+j724, temp_bfly21(315)=547072+j185344, bfly21(315)=2137+j724
bfly21_tmp(316)=-1271+j2174, temp_bfly21(316)=556544+j325376, bfly21(316)=2174+j1271
bfly21_tmp(317)=-22+j1443, temp_bfly21(317)=-5632+j369408, bfly21(317)=-22+j1443
bfly21_tmp(318)=-1419+j-76, temp_bfly21(318)=-270595+j243083, bfly21(318)=-1057+j950
bfly21_tmp(319)=-1194+j761, temp_bfly21(319)=-305664+j194816, bfly21(319)=-1194+j761
bfly21_tmp(320)=-881+j1930, temp_bfly21(320)=508791+j-189869, bfly21(320)=1987+j-742
bfly21_tmp(321)=1663+j-845, temp_bfly21(321)=425728+j-216320, bfly21(321)=1663+j-845
bfly21_tmp(322)=-1074+j476, temp_bfly21(322)=-274944+j121856, bfly21(322)=-1074+j476
bfly21_tmp(323)=-549+j-621, temp_bfly21(323)=-140544+j-158976, bfly21(323)=-549+j-621
bfly21_tmp(324)=998+j134, temp_bfly21(324)=34304+j-255488, bfly21(324)=134+j-998
bfly21_tmp(325)=1725+j677, temp_bfly21(325)=441600+j173312, bfly21(325)=1725+j677
bfly21_tmp(326)=853+j-19, temp_bfly21(326)=150954+j-157832, bfly21(326)=590+j-617
bfly21_tmp(327)=1605+j341, temp_bfly21(327)=410880+j87296, bfly21(327)=1605+j341
bfly21_tmp(328)=-397+j-611, temp_bfly21(328)=-38734+j182448, bfly21(328)=-151+j713
bfly21_tmp(329)=52+j-1594, temp_bfly21(329)=13312+j-408064, bfly21(329)=52+j-1594
bfly21_tmp(330)=1366+j-1809, temp_bfly21(330)=349696+j-463104, bfly21(330)=1366+j-1809
bfly21_tmp(331)=-1570+j452, temp_bfly21(331)=-401920+j115712, bfly21(331)=-1570+j452
bfly21_tmp(332)=-1654+j1547, temp_bfly21(332)=396032+j423424, bfly21(332)=1547+j1654
bfly21_tmp(333)=-1718+j-752, temp_bfly21(333)=-439808+j-192512, bfly21(333)=-1718+j-752
bfly21_tmp(334)=-160+j-943, temp_bfly21(334)=-199643+j-141723, bfly21(334)=-780+j-554
bfly21_tmp(335)=424+j370, temp_bfly21(335)=108544+j94720, bfly21(335)=424+j370
bfly21_tmp(336)=-4240+j1413, temp_bfly21(336)=1023193+j511687, bfly21(336)=3997+j1999
bfly21_tmp(337)=744+j900, temp_bfly21(337)=190464+j230400, bfly21(337)=744+j900
bfly21_tmp(338)=1262+j-4180, temp_bfly21(338)=323072+j-1070080, bfly21(338)=1262+j-4180
bfly21_tmp(339)=-1040+j1964, temp_bfly21(339)=-266240+j502784, bfly21(339)=-1040+j1964
bfly21_tmp(340)=-1270+j3204, temp_bfly21(340)=820224+j325120, bfly21(340)=3204+j1270
bfly21_tmp(341)=-1168+j-3630, temp_bfly21(341)=-299008+j-929280, bfly21(341)=-1168+j-3630
bfly21_tmp(342)=1198+j2460, temp_bfly21(342)=662098+j228422, bfly21(342)=2586+j892
bfly21_tmp(343)=2940+j-630, temp_bfly21(343)=752640+j-161280, bfly21(343)=2940+j-630
bfly21_tmp(344)=1370+j596, temp_bfly21(344)=-140094+j-355846, bfly21(344)=-547+j-1390
bfly21_tmp(345)=-672+j1705, temp_bfly21(345)=-172032+j436480, bfly21(345)=-672+j1705
bfly21_tmp(346)=-431+j-1551, temp_bfly21(346)=-110336+j-397056, bfly21(346)=-431+j-1551
bfly21_tmp(347)=820+j-3, temp_bfly21(347)=209920+j-768, bfly21(347)=820+j-3
bfly21_tmp(348)=1729+j-1373, temp_bfly21(348)=-351488+j-442624, bfly21(348)=-1373+j-1729
bfly21_tmp(349)=-58+j-635, temp_bfly21(349)=-14848+j-162560, bfly21(349)=-58+j-635
bfly21_tmp(350)=-610+j1238, temp_bfly21(350)=113668+j334488, bfly21(350)=444+j1307
bfly21_tmp(351)=-206+j197, temp_bfly21(351)=-52736+j50432, bfly21(351)=-206+j197
bfly21_tmp(352)=208+j358, temp_bfly21(352)=27150+j-102446, bfly21(352)=106+j-400
bfly21_tmp(353)=-535+j16, temp_bfly21(353)=-136960+j4096, bfly21(353)=-535+j16
bfly21_tmp(354)=439+j1521, temp_bfly21(354)=112384+j389376, bfly21(354)=439+j1521
bfly21_tmp(355)=-891+j-580, temp_bfly21(355)=-228096+j-148480, bfly21(355)=-891+j-580
bfly21_tmp(356)=813+j-2251, temp_bfly21(356)=-576256+j-208128, bfly21(356)=-2251+j-813
bfly21_tmp(357)=-457+j234, temp_bfly21(357)=-116992+j59904, bfly21(357)=-457+j234
bfly21_tmp(358)=1822+j-712, temp_bfly21(358)=200910+j-458654, bfly21(358)=785+j-1792
bfly21_tmp(359)=-441+j-802, temp_bfly21(359)=-112896+j-205312, bfly21(359)=-441+j-802
bfly21_tmp(360)=290+j-362, temp_bfly21(360)=-118012+j13032, bfly21(360)=-461+j51
bfly21_tmp(361)=-317+j-55, temp_bfly21(361)=-81152+j-14080, bfly21(361)=-317+j-55
bfly21_tmp(362)=1218+j-814, temp_bfly21(362)=311808+j-208384, bfly21(362)=1218+j-814
bfly21_tmp(363)=-931+j-367, temp_bfly21(363)=-238336+j-93952, bfly21(363)=-931+j-367
bfly21_tmp(364)=16+j422, temp_bfly21(364)=108032+j-4096, bfly21(364)=422+j-16
bfly21_tmp(365)=-2204+j-510, temp_bfly21(365)=-564224+j-130560, bfly21(365)=-2204+j-510
bfly21_tmp(366)=645+j-975, temp_bfly21(366)=-59730+j-293220, bfly21(366)=-233+j-1145
bfly21_tmp(367)=-1820+j1604, temp_bfly21(367)=-465920+j410624, bfly21(367)=-1820+j1604
bfly21_tmp(368)=-659+j-629, temp_bfly21(368)=5430+j233128, bfly21(368)=21+j911
bfly21_tmp(369)=-2047+j2549, temp_bfly21(369)=-524032+j652544, bfly21(369)=-2047+j2549
bfly21_tmp(370)=1566+j-2016, temp_bfly21(370)=400896+j-516096, bfly21(370)=1566+j-2016
bfly21_tmp(371)=2129+j2837, temp_bfly21(371)=545024+j726272, bfly21(371)=2129+j2837
bfly21_tmp(372)=-698+j3058, temp_bfly21(372)=782848+j178688, bfly21(372)=3058+j698
bfly21_tmp(373)=-871+j1291, temp_bfly21(373)=-222976+j330496, bfly21(373)=-871+j1291
bfly21_tmp(374)=-2331+j-133, temp_bfly21(374)=-445984+j397838, bfly21(374)=-1742+j1554
bfly21_tmp(375)=-3015+j1363, temp_bfly21(375)=-771840+j348928, bfly21(375)=-3015+j1363
bfly21_tmp(376)=159+j-1557, temp_bfly21(376)=-310596+j253038, bfly21(376)=-1213+j988
bfly21_tmp(377)=1603+j336, temp_bfly21(377)=410368+j86016, bfly21(377)=1603+j336
bfly21_tmp(378)=3917+j-719, temp_bfly21(378)=1002752+j-184064, bfly21(378)=3917+j-719
bfly21_tmp(379)=1531+j-746, temp_bfly21(379)=391936+j-190976, bfly21(379)=1531+j-746
bfly21_tmp(380)=841+j-355, temp_bfly21(380)=-90880+j-215296, bfly21(380)=-355+j-841
bfly21_tmp(381)=1150+j473, temp_bfly21(381)=294400+j121088, bfly21(381)=1150+j473
bfly21_tmp(382)=161+j343, temp_bfly21(382)=91224+j32942, bfly21(382)=356+j129
bfly21_tmp(383)=2000+j1257, temp_bfly21(383)=512000+j321792, bfly21(383)=2000+j1257
bfly21_tmp(384)=-1223+j1435, temp_bfly21(384)=481098+j-38372, bfly21(384)=1879+j-150
bfly21_tmp(385)=110+j-1028, temp_bfly21(385)=28160+j-263168, bfly21(385)=110+j-1028
bfly21_tmp(386)=-1004+j-1356, temp_bfly21(386)=-257024+j-347136, bfly21(386)=-1004+j-1356
bfly21_tmp(387)=1886+j-172, temp_bfly21(387)=482816+j-44032, bfly21(387)=1886+j-172
bfly21_tmp(388)=548+j596, temp_bfly21(388)=152576+j-140288, bfly21(388)=596+j-548
bfly21_tmp(389)=1658+j-2064, temp_bfly21(389)=424448+j-528384, bfly21(389)=1658+j-2064
bfly21_tmp(390)=-1708+j2316, temp_bfly21(390)=110048+j728344, bfly21(390)=430+j2845
bfly21_tmp(391)=202+j-24, temp_bfly21(391)=51712+j-6144, bfly21(391)=202+j-24
bfly21_tmp(392)=-1196+j-1068, temp_bfly21(392)=23168+j409784, bfly21(392)=91+j1601
bfly21_tmp(393)=-1559+j256, temp_bfly21(393)=-399104+j65536, bfly21(393)=-1559+j256
bfly21_tmp(394)=2211+j338, temp_bfly21(394)=566016+j86528, bfly21(394)=2211+j338
bfly21_tmp(395)=605+j-1016, temp_bfly21(395)=154880+j-260096, bfly21(395)=605+j-1016
bfly21_tmp(396)=-371+j-212, temp_bfly21(396)=-54272+j94976, bfly21(396)=-212+j371
bfly21_tmp(397)=-1427+j-140, temp_bfly21(397)=-365312+j-35840, bfly21(397)=-1427+j-140
bfly21_tmp(398)=379+j1614, temp_bfly21(398)=360733+j223535, bfly21(398)=1409+j873
bfly21_tmp(399)=-283+j-152, temp_bfly21(399)=-72448+j-38912, bfly21(399)=-283+j-152
bfly21_tmp(400)=-323+j-296, temp_bfly21(400)=4887+j112039, bfly21(400)=19+j438
bfly21_tmp(401)=284+j489, temp_bfly21(401)=72704+j125184, bfly21(401)=284+j489
bfly21_tmp(402)=-597+j596, temp_bfly21(402)=-152832+j152576, bfly21(402)=-597+j596
bfly21_tmp(403)=250+j1189, temp_bfly21(403)=64000+j304384, bfly21(403)=250+j1189
bfly21_tmp(404)=1539+j-2664, temp_bfly21(404)=-681984+j-393984, bfly21(404)=-2664+j-1539
bfly21_tmp(405)=-523+j692, temp_bfly21(405)=-133888+j177152, bfly21(405)=-523+j692
bfly21_tmp(406)=-673+j192, temp_bfly21(406)=-87061+j156565, bfly21(406)=-340+j612
bfly21_tmp(407)=-475+j738, temp_bfly21(407)=-121600+j188928, bfly21(407)=-475+j738
bfly21_tmp(408)=1687+j1024, temp_bfly21(408)=-120003+j-490691, bfly21(408)=-469+j-1917
bfly21_tmp(409)=-256+j-1281, temp_bfly21(409)=-65536+j-327936, bfly21(409)=-256+j-1281
bfly21_tmp(410)=833+j3602, temp_bfly21(410)=213248+j922112, bfly21(410)=833+j3602
bfly21_tmp(411)=1858+j-2387, temp_bfly21(411)=475648+j-611072, bfly21(411)=1858+j-2387
bfly21_tmp(412)=121+j1500, temp_bfly21(412)=384000+j-30976, bfly21(412)=1500+j-121
bfly21_tmp(413)=-308+j-237, temp_bfly21(413)=-78848+j-60672, bfly21(413)=-308+j-237
bfly21_tmp(414)=1044+j-2393, temp_bfly21(414)=-244169+j-622097, bfly21(414)=-954+j-2430
bfly21_tmp(415)=1330+j201, temp_bfly21(415)=340480+j51456, bfly21(415)=1330+j201
bfly21_tmp(416)=-2234+j663, temp_bfly21(416)=524357+j284351, bfly21(416)=2048+j1111
bfly21_tmp(417)=567+j1163, temp_bfly21(417)=145152+j297728, bfly21(417)=567+j1163
bfly21_tmp(418)=600+j1008, temp_bfly21(418)=153600+j258048, bfly21(418)=600+j1008
bfly21_tmp(419)=-2335+j-2789, temp_bfly21(419)=-597760+j-713984, bfly21(419)=-2335+j-2789
bfly21_tmp(420)=1230+j864, temp_bfly21(420)=221184+j-314880, bfly21(420)=864+j-1230
bfly21_tmp(421)=-488+j-1732, temp_bfly21(421)=-124928+j-443392, bfly21(421)=-488+j-1732
bfly21_tmp(422)=-331+j-1883, temp_bfly21(422)=-400734+j-280912, bfly21(422)=-1565+j-1097
bfly21_tmp(423)=248+j2830, temp_bfly21(423)=63488+j724480, bfly21(423)=248+j2830
bfly21_tmp(424)=837+j-817, temp_bfly21(424)=-299374+j-3620, bfly21(424)=-1169+j-14
bfly21_tmp(425)=89+j1236, temp_bfly21(425)=22784+j316416, bfly21(425)=89+j1236
bfly21_tmp(426)=-501+j135, temp_bfly21(426)=-128256+j34560, bfly21(426)=-501+j135
bfly21_tmp(427)=113+j3854, temp_bfly21(427)=28928+j986624, bfly21(427)=113+j3854
bfly21_tmp(428)=-7+j235, temp_bfly21(428)=60160+j1792, bfly21(428)=235+j7
bfly21_tmp(429)=434+j361, temp_bfly21(429)=111104+j92416, bfly21(429)=434+j361
bfly21_tmp(430)=82+j-22, temp_bfly21(430)=10860+j-18824, bfly21(430)=42+j-74
bfly21_tmp(431)=48+j277, temp_bfly21(431)=12288+j70912, bfly21(431)=48+j277
bfly21_tmp(432)=-550+j2064, temp_bfly21(432)=473134+j-274034, bfly21(432)=1848+j-1070
bfly21_tmp(433)=-900+j-1073, temp_bfly21(433)=-230400+j-274688, bfly21(433)=-900+j-1073
bfly21_tmp(434)=831+j3503, temp_bfly21(434)=212736+j896768, bfly21(434)=831+j3503
bfly21_tmp(435)=-2356+j-557, temp_bfly21(435)=-603136+j-142592, bfly21(435)=-2356+j-557
bfly21_tmp(436)=-637+j-1489, temp_bfly21(436)=-381184+j163072, bfly21(436)=-1489+j637
bfly21_tmp(437)=-1160+j2063, temp_bfly21(437)=-296960+j528128, bfly21(437)=-1160+j2063
bfly21_tmp(438)=-1823+j1735, temp_bfly21(438)=-15928+j643998, bfly21(438)=-62+j2516
bfly21_tmp(439)=-72+j-441, temp_bfly21(439)=-18432+j-112896, bfly21(439)=-72+j-441
bfly21_tmp(440)=153+j1051, temp_bfly21(440)=162538+j-217924, bfly21(440)=635+j-851
bfly21_tmp(441)=-1203+j-172, temp_bfly21(441)=-307968+j-44032, bfly21(441)=-1203+j-172
bfly21_tmp(442)=730+j-2198, temp_bfly21(442)=186880+j-562688, bfly21(442)=730+j-2198
bfly21_tmp(443)=227+j582, temp_bfly21(443)=58112+j148992, bfly21(443)=227+j582
bfly21_tmp(444)=-1834+j850, temp_bfly21(444)=217600+j469504, bfly21(444)=850+j1834
bfly21_tmp(445)=-1049+j3076, temp_bfly21(445)=-268544+j787456, bfly21(445)=-1049+j3076
bfly21_tmp(446)=-2786+j-1056, temp_bfly21(446)=-695402+j313130, bfly21(446)=-2716+j1223
bfly21_tmp(447)=273+j3834, temp_bfly21(447)=69888+j981504, bfly21(447)=273+j3834
bfly21_tmp(448)=-658+j-1036, temp_bfly21(448)=-68418+j306614, bfly21(448)=-267+j1198
bfly21_tmp(449)=1191+j264, temp_bfly21(449)=304896+j67584, bfly21(449)=1191+j264
bfly21_tmp(450)=773+j-1618, temp_bfly21(450)=197888+j-414208, bfly21(450)=773+j-1618
bfly21_tmp(451)=-2051+j-1234, temp_bfly21(451)=-525056+j-315904, bfly21(451)=-2051+j-1234
bfly21_tmp(452)=-661+j1154, temp_bfly21(452)=295424+j169216, bfly21(452)=1154+j661
bfly21_tmp(453)=-851+j-430, temp_bfly21(453)=-217856+j-110080, bfly21(453)=-851+j-430
bfly21_tmp(454)=1248+j-173, temp_bfly21(454)=194575+j-257201, bfly21(454)=760+j-1005
bfly21_tmp(455)=-1105+j732, temp_bfly21(455)=-282880+j187392, bfly21(455)=-1105+j732
bfly21_tmp(456)=-308+j-359, temp_bfly21(456)=-9231+j120727, bfly21(456)=-36+j472
bfly21_tmp(457)=674+j-3207, temp_bfly21(457)=172544+j-820992, bfly21(457)=674+j-3207
bfly21_tmp(458)=-1305+j916, temp_bfly21(458)=-334080+j234496, bfly21(458)=-1305+j916
bfly21_tmp(459)=-644+j1361, temp_bfly21(459)=-164864+j348416, bfly21(459)=-644+j1361
bfly21_tmp(460)=2097+j-792, temp_bfly21(460)=-202752+j-536832, bfly21(460)=-792+j-2097
bfly21_tmp(461)=-279+j62, temp_bfly21(461)=-71424+j15872, bfly21(461)=-279+j62
bfly21_tmp(462)=1418+j477, temp_bfly21(462)=342995+j-170321, bfly21(462)=1340+j-665
bfly21_tmp(463)=-95+j1752, temp_bfly21(463)=-24320+j448512, bfly21(463)=-95+j1752
bfly21_tmp(464)=-86+j-77, temp_bfly21(464)=1629+j29503, bfly21(464)=6+j115
bfly21_tmp(465)=676+j-672, temp_bfly21(465)=173056+j-172032, bfly21(465)=676+j-672
bfly21_tmp(466)=589+j-2011, temp_bfly21(466)=150784+j-514816, bfly21(466)=589+j-2011
bfly21_tmp(467)=742+j1492, temp_bfly21(467)=189952+j381952, bfly21(467)=742+j1492
bfly21_tmp(468)=885+j-533, temp_bfly21(468)=-136448+j-226560, bfly21(468)=-533+j-885
bfly21_tmp(469)=139+j1099, temp_bfly21(469)=35584+j281344, bfly21(469)=139+j1099
bfly21_tmp(470)=840+j-990, temp_bfly21(470)=-27150+j-331230, bfly21(470)=-106+j-1294
bfly21_tmp(471)=-489+j1981, temp_bfly21(471)=-125184+j507136, bfly21(471)=-489+j1981
bfly21_tmp(472)=-2546+j2574, temp_bfly21(472)=926720+j-5068, bfly21(472)=3620+j-20
bfly21_tmp(473)=319+j-1867, temp_bfly21(473)=81664+j-477952, bfly21(473)=319+j-1867
bfly21_tmp(474)=-2133+j-12, temp_bfly21(474)=-546048+j-3072, bfly21(474)=-2133+j-12
bfly21_tmp(475)=-2125+j-1365, temp_bfly21(475)=-544000+j-349440, bfly21(475)=-2125+j-1365
bfly21_tmp(476)=559+j-1956, temp_bfly21(476)=-500736+j-143104, bfly21(476)=-1956+j-559
bfly21_tmp(477)=-222+j-894, temp_bfly21(477)=-56832+j-228864, bfly21(477)=-222+j-894
bfly21_tmp(478)=887+j-438, temp_bfly21(478)=81269+j-239825, bfly21(478)=317+j-937
bfly21_tmp(479)=368+j-1590, temp_bfly21(479)=94208+j-407040, bfly21(479)=368+j-1590
bfly21_tmp(480)=-489+j-1094, temp_bfly21(480)=-109505+j286523, bfly21(480)=-428+j1119
bfly21_tmp(481)=-1138+j-1428, temp_bfly21(481)=-291328+j-365568, bfly21(481)=-1138+j-1428
bfly21_tmp(482)=1414+j-906, temp_bfly21(482)=361984+j-231936, bfly21(482)=1414+j-906
bfly21_tmp(483)=-310+j-1162, temp_bfly21(483)=-79360+j-297472, bfly21(483)=-310+j-1162
bfly21_tmp(484)=734+j-928, temp_bfly21(484)=-237568+j-187904, bfly21(484)=-928+j-734
bfly21_tmp(485)=-417+j1119, temp_bfly21(485)=-106752+j286464, bfly21(485)=-417+j1119
bfly21_tmp(486)=577+j77, temp_bfly21(486)=118374+j-90500, bfly21(486)=462+j-354
bfly21_tmp(487)=-1731+j407, temp_bfly21(487)=-443136+j104192, bfly21(487)=-1731+j407
bfly21_tmp(488)=359+j-387, temp_bfly21(488)=-135026+j5068, bfly21(488)=-527+j20
bfly21_tmp(489)=-1032+j-2175, temp_bfly21(489)=-264192+j-556800, bfly21(489)=-1032+j-2175
bfly21_tmp(490)=210+j-531, temp_bfly21(490)=53760+j-135936, bfly21(490)=210+j-531
bfly21_tmp(491)=1656+j2463, temp_bfly21(491)=423936+j630528, bfly21(491)=1656+j2463
bfly21_tmp(492)=-200+j4295, temp_bfly21(492)=1099520+j51200, bfly21(492)=4295+j200
bfly21_tmp(493)=-2517+j-868, temp_bfly21(493)=-644352+j-222208, bfly21(493)=-2517+j-868
bfly21_tmp(494)=1130+j487, temp_bfly21(494)=292677+j-116383, bfly21(494)=1143+j-455
bfly21_tmp(495)=345+j-2376, temp_bfly21(495)=88320+j-608256, bfly21(495)=345+j-2376
bfly21_tmp(496)=220+j-1235, temp_bfly21(496)=-263355+j183715, bfly21(496)=-1029+j718
bfly21_tmp(497)=-1363+j-1276, temp_bfly21(497)=-348928+j-326656, bfly21(497)=-1363+j-1276
bfly21_tmp(498)=737+j-709, temp_bfly21(498)=188672+j-181504, bfly21(498)=737+j-709
bfly21_tmp(499)=615+j-1006, temp_bfly21(499)=157440+j-257536, bfly21(499)=615+j-1006
bfly21_tmp(500)=-1051+j-1185, temp_bfly21(500)=-303360+j269056, bfly21(500)=-1185+j1051
bfly21_tmp(501)=-1607+j98, temp_bfly21(501)=-411392+j25088, bfly21(501)=-1607+j98
bfly21_tmp(502)=-683+j-195, temp_bfly21(502)=-158918+j88328, bfly21(502)=-621+j345
bfly21_tmp(503)=919+j-2444, temp_bfly21(503)=235264+j-625664, bfly21(503)=919+j-2444
bfly21_tmp(504)=-2855+j-823, temp_bfly21(504)=367792+j665718, bfly21(504)=1437+j2600
bfly21_tmp(505)=351+j679, temp_bfly21(505)=89856+j173824, bfly21(505)=351+j679
bfly21_tmp(506)=1702+j378, temp_bfly21(506)=435712+j96768, bfly21(506)=1702+j378
bfly21_tmp(507)=1367+j-2293, temp_bfly21(507)=349952+j-587008, bfly21(507)=1367+j-2293
bfly21_tmp(508)=2514+j372, temp_bfly21(508)=95232+j-643584, bfly21(508)=372+j-2514
bfly21_tmp(509)=-937+j355, temp_bfly21(509)=-239872+j90880, bfly21(509)=-937+j355
bfly21_tmp(510)=499+j-903, temp_bfly21(510)=-73124+j-253762, bfly21(510)=-286+j-991
bfly21_tmp(511)=335+j-1241, temp_bfly21(511)=85760+j-317696, bfly21(511)=335+j-1241
bfly21_tmp(512)=-223+j-571, temp_bfly21(512)=-62988+j143714, bfly21(512)=-246+j561
