bfly11_tmp(1)=1738+j1602, temp_bfly11(1)=444928+j410112, bfly11(1)=1738+j1602
bfly11_tmp(272)=341+j-448, temp_bfly11(272)=87296+j-114688, bfly11(272)=341+j-448
bfly11_tmp(273)=-166+j770, temp_bfly11(273)=-42496+j197120, bfly11(273)=-166+j770
bfly11_tmp(274)=-537+j-1263, temp_bfly11(274)=-137472+j-323328, bfly11(274)=-537+j-1263
bfly11_tmp(275)=826+j-434, temp_bfly11(275)=211456+j-111104, bfly11(275)=826+j-434
bfly11_tmp(276)=1167+j211, temp_bfly11(276)=298752+j54016, bfly11(276)=1167+j211
bfly11_tmp(277)=-690+j-528, temp_bfly11(277)=-176640+j-135168, bfly11(277)=-690+j-528
bfly11_tmp(278)=1267+j15, temp_bfly11(278)=324352+j3840, bfly11(278)=1267+j15
bfly11_tmp(279)=791+j342, temp_bfly11(279)=202496+j87552, bfly11(279)=791+j342
bfly11_tmp(280)=-122+j-384, temp_bfly11(280)=-31232+j-98304, bfly11(280)=-122+j-384
bfly11_tmp(281)=396+j153, temp_bfly11(281)=39168+j-101376, bfly11(281)=153+j-396
bfly11_tmp(282)=724+j-888, temp_bfly11(282)=-227328+j-185344, bfly11(282)=-888+j-724
bfly11_tmp(283)=566+j481, temp_bfly11(283)=123136+j-144896, bfly11(283)=481+j-566
bfly11_tmp(284)=329+j-429, temp_bfly11(284)=-109824+j-84224, bfly11(284)=-429+j-329
bfly11_tmp(285)=-572+j-73, temp_bfly11(285)=-18688+j146432, bfly11(285)=-73+j572
bfly11_tmp(286)=-318+j149, temp_bfly11(286)=38144+j81408, bfly11(286)=149+j318
bfly11_tmp(287)=-526+j200, temp_bfly11(287)=51200+j134656, bfly11(287)=200+j526
bfly11_tmp(288)=413+j-318, temp_bfly11(288)=-81408+j-105728, bfly11(288)=-318+j-413
bfly11_tmp(289)=551+j-439, temp_bfly11(289)=141056+j-112384, bfly11(289)=551+j-439
bfly11_tmp(290)=153+j571, temp_bfly11(290)=39168+j146176, bfly11(290)=153+j571
bfly11_tmp(291)=-687+j-493, temp_bfly11(291)=-175872+j-126208, bfly11(291)=-687+j-493
bfly11_tmp(292)=199+j-339, temp_bfly11(292)=50944+j-86784, bfly11(292)=199+j-339
bfly11_tmp(293)=-322+j-1254, temp_bfly11(293)=-82432+j-321024, bfly11(293)=-322+j-1254
bfly11_tmp(294)=271+j857, temp_bfly11(294)=69376+j219392, bfly11(294)=271+j857
bfly11_tmp(295)=365+j-808, temp_bfly11(295)=93440+j-206848, bfly11(295)=365+j-808
bfly11_tmp(296)=-196+j-784, temp_bfly11(296)=-50176+j-200704, bfly11(296)=-196+j-784
bfly11_tmp(297)=0+j-307, temp_bfly11(297)=-55567+j-55567, bfly11(297)=-217+j-217
bfly11_tmp(298)=-766+j316, temp_bfly11(298)=-81450+j195842, bfly11(298)=-318+j765
bfly11_tmp(299)=-16+j1135, temp_bfly11(299)=202539+j208331, bfly11(299)=791+j814
bfly11_tmp(300)=442+j-1046, temp_bfly11(300)=-109324+j-269328, bfly11(300)=-427+j-1052
bfly11_tmp(301)=-119+j-1040, temp_bfly11(301)=-209779+j-166701, bfly11(301)=-819+j-651
bfly11_tmp(302)=-208+j499, temp_bfly11(302)=52671+j127967, bfly11(302)=206+j500
bfly11_tmp(303)=-324+j654, temp_bfly11(303)=59730+j177018, bfly11(303)=233+j691
bfly11_tmp(304)=-1120+j135, temp_bfly11(304)=-178285+j227155, bfly11(304)=-696+j887
bfly11_tmp(305)=-119+j-1035, temp_bfly11(305)=-30464+j-264960, bfly11(305)=-119+j-1035
bfly11_tmp(306)=-1779+j-109, temp_bfly11(306)=-455424+j-27904, bfly11(306)=-1779+j-109
bfly11_tmp(307)=241+j193, temp_bfly11(307)=61696+j49408, bfly11(307)=241+j193
bfly11_tmp(308)=641+j-305, temp_bfly11(308)=164096+j-78080, bfly11(308)=641+j-305
bfly11_tmp(309)=-124+j468, temp_bfly11(309)=-31744+j119808, bfly11(309)=-124+j468
bfly11_tmp(310)=1149+j-229, temp_bfly11(310)=294144+j-58624, bfly11(310)=1149+j-229
bfly11_tmp(311)=-833+j666, temp_bfly11(311)=-213248+j170496, bfly11(311)=-833+j666
bfly11_tmp(312)=-632+j1060, temp_bfly11(312)=-161792+j271360, bfly11(312)=-632+j1060
bfly11_tmp(313)=694+j75, temp_bfly11(313)=-112039+j-139189, bfly11(313)=-438+j-544
bfly11_tmp(314)=-252+j-58, temp_bfly11(314)=35114+j56110, bfly11(314)=137+j219
bfly11_tmp(315)=-202+j-1227, temp_bfly11(315)=-185525+j258649, bfly11(315)=-725+j1010
bfly11_tmp(316)=464+j478, temp_bfly11(316)=2534+j-170502, bfly11(316)=10+j-666
bfly11_tmp(317)=877+j1050, temp_bfly11(317)=31313+j-348787, bfly11(317)=122+j-1362
bfly11_tmp(318)=-188+j691, temp_bfly11(318)=159099+j-91043, bfly11(318)=621+j-356
bfly11_tmp(319)=58+j664, temp_bfly11(319)=109686+j-130682, bfly11(319)=428+j-510
bfly11_tmp(320)=-38+j-145, temp_bfly11(320)=-19367+j33123, bfly11(320)=-76+j129
bfly11_tmp(321)=760+j-302, temp_bfly11(321)=194560+j-77312, bfly11(321)=760+j-302
bfly11_tmp(322)=-457+j-206, temp_bfly11(322)=-116992+j-52736, bfly11(322)=-457+j-206
bfly11_tmp(323)=1079+j-152, temp_bfly11(323)=276224+j-38912, bfly11(323)=1079+j-152
bfly11_tmp(324)=-491+j1055, temp_bfly11(324)=-125696+j270080, bfly11(324)=-491+j1055
bfly11_tmp(325)=-459+j-649, temp_bfly11(325)=-117504+j-166144, bfly11(325)=-459+j-649
bfly11_tmp(326)=-246+j821, temp_bfly11(326)=-62976+j210176, bfly11(326)=-246+j821
bfly11_tmp(327)=584+j-50, temp_bfly11(327)=149504+j-12800, bfly11(327)=584+j-50
bfly11_tmp(328)=-90+j665, temp_bfly11(328)=-23040+j170240, bfly11(328)=-90+j665
bfly11_tmp(329)=1463+j79, temp_bfly11(329)=374528+j20224, bfly11(329)=1463+j79
bfly11_tmp(330)=647+j196, temp_bfly11(330)=165632+j50176, bfly11(330)=647+j196
bfly11_tmp(331)=-140+j101, temp_bfly11(331)=-35840+j25856, bfly11(331)=-140+j101
bfly11_tmp(332)=-840+j-259, temp_bfly11(332)=-215040+j-66304, bfly11(332)=-840+j-259
bfly11_tmp(333)=-649+j-593, temp_bfly11(333)=-166144+j-151808, bfly11(333)=-649+j-593
bfly11_tmp(334)=-20+j-201, temp_bfly11(334)=-5120+j-51456, bfly11(334)=-20+j-201
bfly11_tmp(335)=690+j-121, temp_bfly11(335)=176640+j-30976, bfly11(335)=690+j-121
bfly11_tmp(336)=-650+j-1119, temp_bfly11(336)=-166400+j-286464, bfly11(336)=-650+j-1119
bfly11_tmp(337)=156+j142, temp_bfly11(337)=39936+j36352, bfly11(337)=156+j142
bfly11_tmp(338)=635+j166, temp_bfly11(338)=162560+j42496, bfly11(338)=635+j166
bfly11_tmp(339)=309+j-342, temp_bfly11(339)=79104+j-87552, bfly11(339)=309+j-342
bfly11_tmp(340)=987+j-1435, temp_bfly11(340)=252672+j-367360, bfly11(340)=987+j-1435
bfly11_tmp(341)=-1257+j141, temp_bfly11(341)=-321792+j36096, bfly11(341)=-1257+j141
bfly11_tmp(342)=44+j637, temp_bfly11(342)=11264+j163072, bfly11(342)=44+j637
bfly11_tmp(343)=276+j-132, temp_bfly11(343)=70656+j-33792, bfly11(343)=276+j-132
bfly11_tmp(344)=1300+j539, temp_bfly11(344)=332800+j137984, bfly11(344)=1300+j539
bfly11_tmp(345)=491+j213, temp_bfly11(345)=54528+j-125696, bfly11(345)=213+j-491
bfly11_tmp(346)=-467+j-110, temp_bfly11(346)=-28160+j119552, bfly11(346)=-110+j467
bfly11_tmp(347)=394+j1295, temp_bfly11(347)=331520+j-100864, bfly11(347)=1295+j-394
bfly11_tmp(348)=46+j207, temp_bfly11(348)=52992+j-11776, bfly11(348)=207+j-46
bfly11_tmp(349)=-749+j-359, temp_bfly11(349)=-91904+j191744, bfly11(349)=-359+j749
bfly11_tmp(350)=1736+j437, temp_bfly11(350)=111872+j-444416, bfly11(350)=437+j-1736
bfly11_tmp(351)=-144+j-1097, temp_bfly11(351)=-280832+j36864, bfly11(351)=-1097+j144
bfly11_tmp(352)=-186+j675, temp_bfly11(352)=172800+j47616, bfly11(352)=675+j186
bfly11_tmp(353)=-1898+j-114, temp_bfly11(353)=-485888+j-29184, bfly11(353)=-1898+j-114
bfly11_tmp(354)=1389+j-660, temp_bfly11(354)=355584+j-168960, bfly11(354)=1389+j-660
bfly11_tmp(355)=201+j668, temp_bfly11(355)=51456+j171008, bfly11(355)=201+j668
bfly11_tmp(356)=-369+j1661, temp_bfly11(356)=-94464+j425216, bfly11(356)=-369+j1661
bfly11_tmp(357)=-39+j739, temp_bfly11(357)=-9984+j189184, bfly11(357)=-39+j739
bfly11_tmp(358)=-665+j-62, temp_bfly11(358)=-170240+j-15872, bfly11(358)=-665+j-62
bfly11_tmp(359)=537+j79, temp_bfly11(359)=137472+j20224, bfly11(359)=537+j79
bfly11_tmp(360)=-886+j867, temp_bfly11(360)=-226816+j221952, bfly11(360)=-886+j867
bfly11_tmp(361)=840+j202, temp_bfly11(361)=188602+j-115478, bfly11(361)=737+j-451
bfly11_tmp(362)=317+j222, temp_bfly11(362)=97559+j-17195, bfly11(362)=381+j-67
bfly11_tmp(363)=-98+j-735, temp_bfly11(363)=-150773+j-115297, bfly11(363)=-589+j-450
bfly11_tmp(364)=-918+j333, temp_bfly11(364)=-105885+j226431, bfly11(364)=-414+j884
bfly11_tmp(365)=446+j-738, temp_bfly11(365)=-52852+j-214304, bfly11(365)=-206+j-837
bfly11_tmp(366)=135+j154, temp_bfly11(366)=52309+j3439, bfly11(366)=204+j13
bfly11_tmp(367)=-491+j310, temp_bfly11(367)=-32761+j144981, bfly11(367)=-128+j566
bfly11_tmp(368)=87+j-234, temp_bfly11(368)=-26607+j-58101, bfly11(368)=-104+j-227
bfly11_tmp(369)=310+j1170, temp_bfly11(369)=79360+j299520, bfly11(369)=310+j1170
bfly11_tmp(370)=169+j236, temp_bfly11(370)=43264+j60416, bfly11(370)=169+j236
bfly11_tmp(371)=-565+j18, temp_bfly11(371)=-144640+j4608, bfly11(371)=-565+j18
bfly11_tmp(372)=441+j-117, temp_bfly11(372)=112896+j-29952, bfly11(372)=441+j-117
bfly11_tmp(373)=-21+j837, temp_bfly11(373)=-5376+j214272, bfly11(373)=-21+j837
bfly11_tmp(374)=-1105+j544, temp_bfly11(374)=-282880+j139264, bfly11(374)=-1105+j544
bfly11_tmp(375)=651+j-521, temp_bfly11(375)=166656+j-133376, bfly11(375)=651+j-521
bfly11_tmp(376)=-124+j289, temp_bfly11(376)=-31744+j73984, bfly11(376)=-124+j289
bfly11_tmp(377)=298+j-1486, temp_bfly11(377)=-322904+j215028, bfly11(377)=-1261+j840
bfly11_tmp(378)=651+j36, temp_bfly11(378)=-111315+j-124347, bfly11(378)=-435+j-486
bfly11_tmp(379)=532+j-245, temp_bfly11(379)=-140637+j-51947, bfly11(379)=-549+j-203
bfly11_tmp(380)=-168+j1467, temp_bfly11(380)=295935+j-235119, bfly11(380)=1156+j-918
bfly11_tmp(381)=-80+j-406, temp_bfly11(381)=-59006+j87966, bfly11(381)=-230+j344
bfly11_tmp(382)=-555+j154, temp_bfly11(382)=128329+j72581, bfly11(382)=501+j284
bfly11_tmp(383)=177+j388, temp_bfly11(383)=38191+j-102265, bfly11(383)=149+j-399
bfly11_tmp(384)=-771+j-402, temp_bfly11(384)=66789+j212313, bfly11(384)=261+j829
bfly11_tmp(385)=-92+j-337, temp_bfly11(385)=-23552+j-86272, bfly11(385)=-92+j-337
bfly11_tmp(386)=-60+j289, temp_bfly11(386)=-15360+j73984, bfly11(386)=-60+j289
bfly11_tmp(387)=-186+j-142, temp_bfly11(387)=-47616+j-36352, bfly11(387)=-186+j-142
bfly11_tmp(388)=-421+j-16, temp_bfly11(388)=-107776+j-4096, bfly11(388)=-421+j-16
bfly11_tmp(389)=67+j150, temp_bfly11(389)=17152+j38400, bfly11(389)=67+j150
bfly11_tmp(390)=205+j138, temp_bfly11(390)=52480+j35328, bfly11(390)=205+j138
bfly11_tmp(391)=-262+j-546, temp_bfly11(391)=-67072+j-139776, bfly11(391)=-262+j-546
bfly11_tmp(392)=-398+j143, temp_bfly11(392)=-101888+j36608, bfly11(392)=-398+j143
bfly11_tmp(393)=574+j-74, temp_bfly11(393)=146944+j-18944, bfly11(393)=574+j-74
bfly11_tmp(394)=-360+j-228, temp_bfly11(394)=-92160+j-58368, bfly11(394)=-360+j-228
bfly11_tmp(395)=219+j217, temp_bfly11(395)=56064+j55552, bfly11(395)=219+j217
bfly11_tmp(396)=-196+j-292, temp_bfly11(396)=-50176+j-74752, bfly11(396)=-196+j-292
bfly11_tmp(397)=-50+j-39, temp_bfly11(397)=-12800+j-9984, bfly11(397)=-50+j-39
bfly11_tmp(398)=101+j-389, temp_bfly11(398)=25856+j-99584, bfly11(398)=101+j-389
bfly11_tmp(399)=-215+j257, temp_bfly11(399)=-55040+j65792, bfly11(399)=-215+j257
bfly11_tmp(400)=627+j-323, temp_bfly11(400)=160512+j-82688, bfly11(400)=627+j-323
bfly11_tmp(401)=106+j157, temp_bfly11(401)=27136+j40192, bfly11(401)=106+j157
bfly11_tmp(402)=130+j111, temp_bfly11(402)=33280+j28416, bfly11(402)=130+j111
bfly11_tmp(403)=36+j-192, temp_bfly11(403)=9216+j-49152, bfly11(403)=36+j-192
bfly11_tmp(404)=-573+j168, temp_bfly11(404)=-146688+j43008, bfly11(404)=-573+j168
bfly11_tmp(405)=247+j342, temp_bfly11(405)=63232+j87552, bfly11(405)=247+j342
bfly11_tmp(406)=123+j-628, temp_bfly11(406)=31488+j-160768, bfly11(406)=123+j-628
bfly11_tmp(407)=288+j-130, temp_bfly11(407)=73728+j-33280, bfly11(407)=288+j-130
bfly11_tmp(408)=-738+j-63, temp_bfly11(408)=-188928+j-16128, bfly11(408)=-738+j-63
bfly11_tmp(409)=-620+j-222, temp_bfly11(409)=-56832+j158720, bfly11(409)=-222+j620
bfly11_tmp(410)=224+j390, temp_bfly11(410)=99840+j-57344, bfly11(410)=390+j-224
bfly11_tmp(411)=-27+j55, temp_bfly11(411)=14080+j6912, bfly11(411)=55+j27
bfly11_tmp(412)=162+j176, temp_bfly11(412)=45056+j-41472, bfly11(412)=176+j-162
bfly11_tmp(413)=28+j-21, temp_bfly11(413)=-5376+j-7168, bfly11(413)=-21+j-28
bfly11_tmp(414)=-155+j551, temp_bfly11(414)=141056+j39680, bfly11(414)=551+j155
bfly11_tmp(415)=-65+j-139, temp_bfly11(415)=-35584+j16640, bfly11(415)=-139+j65
bfly11_tmp(416)=389+j-779, temp_bfly11(416)=-199424+j-99584, bfly11(416)=-779+j-389
bfly11_tmp(417)=-40+j683, temp_bfly11(417)=-10240+j174848, bfly11(417)=-40+j683
bfly11_tmp(418)=-98+j173, temp_bfly11(418)=-25088+j44288, bfly11(418)=-98+j173
bfly11_tmp(419)=642+j120, temp_bfly11(419)=164352+j30720, bfly11(419)=642+j120
bfly11_tmp(420)=-1+j152, temp_bfly11(420)=-256+j38912, bfly11(420)=-1+j152
bfly11_tmp(421)=-525+j-440, temp_bfly11(421)=-134400+j-112640, bfly11(421)=-525+j-440
bfly11_tmp(422)=75+j450, temp_bfly11(422)=19200+j115200, bfly11(422)=75+j450
bfly11_tmp(423)=-185+j555, temp_bfly11(423)=-47360+j142080, bfly11(423)=-185+j555
bfly11_tmp(424)=149+j178, temp_bfly11(424)=38144+j45568, bfly11(424)=149+j178
bfly11_tmp(425)=381+j-679, temp_bfly11(425)=-53938+j-191860, bfly11(425)=-211+j-749
bfly11_tmp(426)=457+j109, temp_bfly11(426)=102446+j-62988, bfly11(426)=400+j-246
bfly11_tmp(427)=-185+j457, temp_bfly11(427)=49232+j116202, bfly11(427)=192+j454
bfly11_tmp(428)=247+j-119, temp_bfly11(428)=23168+j-66246, bfly11(428)=91+j-259
bfly11_tmp(429)=302+j375, temp_bfly11(429)=122537+j13213, bfly11(429)=479+j52
bfly11_tmp(430)=-233+j-45, temp_bfly11(430)=-50318+j34028, bfly11(430)=-197+j133
bfly11_tmp(431)=-94+j-352, temp_bfly11(431)=-80726+j-46698, bfly11(431)=-315+j-182
bfly11_tmp(432)=-164+j-426, temp_bfly11(432)=-106790+j-47422, bfly11(432)=-417+j-185
bfly11_tmp(433)=-390+j457, temp_bfly11(433)=-99840+j116992, bfly11(433)=-390+j457
bfly11_tmp(434)=-260+j-85, temp_bfly11(434)=-66560+j-21760, bfly11(434)=-260+j-85
bfly11_tmp(435)=120+j-186, temp_bfly11(435)=30720+j-47616, bfly11(435)=120+j-186
bfly11_tmp(436)=95+j452, temp_bfly11(436)=24320+j115712, bfly11(436)=95+j452
bfly11_tmp(437)=307+j176, temp_bfly11(437)=78592+j45056, bfly11(437)=307+j176
bfly11_tmp(438)=-67+j24, temp_bfly11(438)=-17152+j6144, bfly11(438)=-67+j24
bfly11_tmp(439)=23+j329, temp_bfly11(439)=5888+j84224, bfly11(439)=23+j329
bfly11_tmp(440)=-489+j-250, temp_bfly11(440)=-125184+j-64000, bfly11(440)=-489+j-250
bfly11_tmp(441)=445+j203, temp_bfly11(441)=-43802+j-117288, bfly11(441)=-171+j-458
bfly11_tmp(442)=-365+j-495, temp_bfly11(442)=-23530+j155660, bfly11(442)=-92+j608
bfly11_tmp(443)=121+j-45, temp_bfly11(443)=-30046+j-13756, bfly11(443)=-117+j-54
bfly11_tmp(444)=327+j-133, temp_bfly11(444)=-83260+j-35114, bfly11(444)=-325+j-137
bfly11_tmp(445)=420+j381, temp_bfly11(445)=-7059+j-144981, bfly11(445)=-28+j-566
bfly11_tmp(446)=-273+j-9, temp_bfly11(446)=47784+j51042, bfly11(446)=187+j199
bfly11_tmp(447)=34+j-234, temp_bfly11(447)=-48508+j36200, bfly11(447)=-189+j141
bfly11_tmp(448)=232+j-344, temp_bfly11(448)=-104256+j20272, bfly11(448)=-407+j79
bfly11_tmp(449)=-790+j-175, temp_bfly11(449)=-202240+j-44800, bfly11(449)=-790+j-175
bfly11_tmp(450)=705+j77, temp_bfly11(450)=180480+j19712, bfly11(450)=705+j77
bfly11_tmp(451)=2466+j132, temp_bfly11(451)=631296+j33792, bfly11(451)=2466+j132
bfly11_tmp(452)=-811+j-910, temp_bfly11(452)=-207616+j-232960, bfly11(452)=-811+j-910
bfly11_tmp(453)=1189+j-217, temp_bfly11(453)=304384+j-55552, bfly11(453)=1189+j-217
bfly11_tmp(454)=-91+j-81, temp_bfly11(454)=-23296+j-20736, bfly11(454)=-91+j-81
bfly11_tmp(455)=1356+j1017, temp_bfly11(455)=347136+j260352, bfly11(455)=1356+j1017
bfly11_tmp(456)=1044+j-1403, temp_bfly11(456)=267264+j-359168, bfly11(456)=1044+j-1403
bfly11_tmp(457)=-618+j-159, temp_bfly11(457)=-158208+j-40704, bfly11(457)=-618+j-159
bfly11_tmp(458)=-178+j-575, temp_bfly11(458)=-45568+j-147200, bfly11(458)=-178+j-575
bfly11_tmp(459)=-264+j744, temp_bfly11(459)=-67584+j190464, bfly11(459)=-264+j744
bfly11_tmp(460)=1435+j302, temp_bfly11(460)=367360+j77312, bfly11(460)=1435+j302
bfly11_tmp(461)=-641+j-419, temp_bfly11(461)=-164096+j-107264, bfly11(461)=-641+j-419
bfly11_tmp(462)=-322+j115, temp_bfly11(462)=-82432+j29440, bfly11(462)=-322+j115
bfly11_tmp(463)=-316+j-394, temp_bfly11(463)=-80896+j-100864, bfly11(463)=-316+j-394
bfly11_tmp(464)=-233+j-761, temp_bfly11(464)=-59648+j-194816, bfly11(464)=-233+j-761
bfly11_tmp(465)=-74+j-227, temp_bfly11(465)=-18944+j-58112, bfly11(465)=-74+j-227
bfly11_tmp(466)=117+j-569, temp_bfly11(466)=29952+j-145664, bfly11(466)=117+j-569
bfly11_tmp(467)=378+j12, temp_bfly11(467)=96768+j3072, bfly11(467)=378+j12
bfly11_tmp(468)=-117+j-62, temp_bfly11(468)=-29952+j-15872, bfly11(468)=-117+j-62
bfly11_tmp(469)=591+j-149, temp_bfly11(469)=151296+j-38144, bfly11(469)=591+j-149
bfly11_tmp(470)=903+j49, temp_bfly11(470)=231168+j12544, bfly11(470)=903+j49
bfly11_tmp(471)=-82+j-405, temp_bfly11(471)=-20992+j-103680, bfly11(471)=-82+j-405
bfly11_tmp(472)=702+j-417, temp_bfly11(472)=179712+j-106752, bfly11(472)=702+j-417
bfly11_tmp(473)=-1202+j341, temp_bfly11(473)=87296+j307712, bfly11(473)=341+j1202
bfly11_tmp(474)=-324+j-127, temp_bfly11(474)=-32512+j82944, bfly11(474)=-127+j324
bfly11_tmp(475)=288+j-42, temp_bfly11(475)=-10752+j-73728, bfly11(475)=-42+j-288
bfly11_tmp(476)=-917+j532, temp_bfly11(476)=136192+j234752, bfly11(476)=532+j917
bfly11_tmp(477)=-63+j117, temp_bfly11(477)=29952+j16128, bfly11(477)=117+j63
bfly11_tmp(478)=-38+j401, temp_bfly11(478)=102656+j9728, bfly11(478)=401+j38
bfly11_tmp(479)=82+j636, temp_bfly11(479)=162816+j-20992, bfly11(479)=636+j-82
bfly11_tmp(480)=761+j299, temp_bfly11(480)=76544+j-194816, bfly11(480)=299+j-761
bfly11_tmp(481)=-1092+j-635, temp_bfly11(481)=-279552+j-162560, bfly11(481)=-1092+j-635
bfly11_tmp(482)=798+j-42, temp_bfly11(482)=204288+j-10752, bfly11(482)=798+j-42
bfly11_tmp(483)=62+j-778, temp_bfly11(483)=15872+j-199168, bfly11(483)=62+j-778
bfly11_tmp(484)=506+j-139, temp_bfly11(484)=129536+j-35584, bfly11(484)=506+j-139
bfly11_tmp(485)=14+j-730, temp_bfly11(485)=3584+j-186880, bfly11(485)=14+j-730
bfly11_tmp(486)=219+j-737, temp_bfly11(486)=56064+j-188672, bfly11(486)=219+j-737
bfly11_tmp(487)=384+j-157, temp_bfly11(487)=98304+j-40192, bfly11(487)=384+j-157
bfly11_tmp(488)=-212+j755, temp_bfly11(488)=-54272+j193280, bfly11(488)=-212+j755
bfly11_tmp(489)=-572+j-425, temp_bfly11(489)=-180457+j26607, bfly11(489)=-705+j104
bfly11_tmp(490)=1215+j-12, temp_bfly11(490)=217743+j-222087, bfly11(490)=851+j-868
bfly11_tmp(491)=-1455+j161, temp_bfly11(491)=-234214+j292496, bfly11(491)=-915+j1143
bfly11_tmp(492)=-512+j-105, temp_bfly11(492)=-111677+j73667, bfly11(492)=-436+j288
bfly11_tmp(493)=1512+j44, temp_bfly11(493)=281636+j-265708, bfly11(493)=1100+j-1038
bfly11_tmp(494)=231+j724, temp_bfly11(494)=172855+j89233, bfly11(494)=675+j349
bfly11_tmp(495)=384+j-370, temp_bfly11(495)=2534+j-136474, bfly11(495)=10+j-533
bfly11_tmp(496)=838+j178, temp_bfly11(496)=183896+j-119460, bfly11(496)=718+j-467
bfly11_tmp(497)=100+j-1203, temp_bfly11(497)=25600+j-307968, bfly11(497)=100+j-1203
bfly11_tmp(498)=628+j82, temp_bfly11(498)=160768+j20992, bfly11(498)=628+j82
bfly11_tmp(499)=-818+j-1162, temp_bfly11(499)=-209408+j-297472, bfly11(499)=-818+j-1162
bfly11_tmp(500)=-270+j131, temp_bfly11(500)=-69120+j33536, bfly11(500)=-270+j131
bfly11_tmp(501)=-478+j388, temp_bfly11(501)=-122368+j99328, bfly11(501)=-478+j388
bfly11_tmp(502)=-635+j-431, temp_bfly11(502)=-162560+j-110336, bfly11(502)=-635+j-431
bfly11_tmp(503)=514+j-699, temp_bfly11(503)=131584+j-178944, bfly11(503)=514+j-699
bfly11_tmp(504)=-162+j633, temp_bfly11(504)=-41472+j162048, bfly11(504)=-162+j633
bfly11_tmp(505)=292+j-357, temp_bfly11(505)=-117469+j11765, bfly11(505)=-459+j46
bfly11_tmp(506)=1699+j-198, temp_bfly11(506)=-343357+j-271681, bfly11(506)=-1341+j-1061
bfly11_tmp(507)=-153+j225, temp_bfly11(507)=68418+j-13032, bfly11(507)=267+j-51
bfly11_tmp(508)=-322+j-405, temp_bfly11(508)=-15023+j131587, bfly11(508)=-59+j514
bfly11_tmp(509)=-44+j602, temp_bfly11(509)=116926+j-100998, bfly11(509)=457+j-395
bfly11_tmp(510)=-1519+j-196, temp_bfly11(510)=239463+j310415, bfly11(510)=935+j1213
bfly11_tmp(511)=258+j-1288, temp_bfly11(511)=-279826+j186430, bfly11(511)=-1093+j728
bfly11_tmp(512)=-250+j108, temp_bfly11(512)=64798+j25702, bfly11(512)=253+j100
