bfly01_tmp(1)=122+j85, temp_bfly01(1)=31232+j21760, bfly01(1)=122+j85
bfly01_tmp(282)=-9+j30, temp_bfly01(282)=-2304+j7680, bfly01(282)=-9+j30
bfly01_tmp(283)=-10+j-8, temp_bfly01(283)=-2560+j-2048, bfly01(283)=-10+j-8
bfly01_tmp(284)=45+j33, temp_bfly01(284)=11520+j8448, bfly01(284)=45+j33
bfly01_tmp(285)=30+j-8, temp_bfly01(285)=7680+j-2048, bfly01(285)=30+j-8
bfly01_tmp(286)=14+j-23, temp_bfly01(286)=3584+j-5888, bfly01(286)=14+j-23
bfly01_tmp(287)=11+j10, temp_bfly01(287)=2816+j2560, bfly01(287)=11+j10
bfly01_tmp(288)=19+j-24, temp_bfly01(288)=4864+j-6144, bfly01(288)=19+j-24
bfly01_tmp(289)=-33+j69, temp_bfly01(289)=-8448+j17664, bfly01(289)=-33+j69
bfly01_tmp(290)=43+j-29, temp_bfly01(290)=11008+j-7424, bfly01(290)=43+j-29
bfly01_tmp(291)=-1+j29, temp_bfly01(291)=-256+j7424, bfly01(291)=-1+j29
bfly01_tmp(292)=26+j44, temp_bfly01(292)=6656+j11264, bfly01(292)=26+j44
bfly01_tmp(293)=34+j8, temp_bfly01(293)=8704+j2048, bfly01(293)=34+j8
bfly01_tmp(294)=-25+j7, temp_bfly01(294)=-6400+j1792, bfly01(294)=-25+j7
bfly01_tmp(295)=26+j2, temp_bfly01(295)=6656+j512, bfly01(295)=26+j2
bfly01_tmp(296)=-17+j22, temp_bfly01(296)=-4352+j5632, bfly01(296)=-17+j22
bfly01_tmp(297)=-25+j0, temp_bfly01(297)=-6400+j0, bfly01(297)=-25+j0
bfly01_tmp(298)=49+j9, temp_bfly01(298)=12544+j2304, bfly01(298)=49+j9
bfly01_tmp(299)=-10+j-8, temp_bfly01(299)=-2560+j-2048, bfly01(299)=-10+j-8
bfly01_tmp(300)=9+j42, temp_bfly01(300)=2304+j10752, bfly01(300)=9+j42
bfly01_tmp(301)=1+j-42, temp_bfly01(301)=256+j-10752, bfly01(301)=1+j-42
bfly01_tmp(302)=-21+j4, temp_bfly01(302)=-5376+j1024, bfly01(302)=-21+j4
bfly01_tmp(303)=10+j20, temp_bfly01(303)=2560+j5120, bfly01(303)=10+j20
bfly01_tmp(304)=33+j3, temp_bfly01(304)=8448+j768, bfly01(304)=33+j3
bfly01_tmp(305)=15+j-47, temp_bfly01(305)=3840+j-12032, bfly01(305)=15+j-47
bfly01_tmp(306)=66+j36, temp_bfly01(306)=16896+j9216, bfly01(306)=66+j36
bfly01_tmp(307)=-73+j0, temp_bfly01(307)=-18688+j0, bfly01(307)=-73+j0
bfly01_tmp(308)=-19+j-51, temp_bfly01(308)=-4864+j-13056, bfly01(308)=-19+j-51
bfly01_tmp(309)=-35+j18, temp_bfly01(309)=-8960+j4608, bfly01(309)=-35+j18
bfly01_tmp(310)=2+j22, temp_bfly01(310)=512+j5632, bfly01(310)=2+j22
bfly01_tmp(311)=-14+j-51, temp_bfly01(311)=-3584+j-13056, bfly01(311)=-14+j-51
bfly01_tmp(312)=-11+j-26, temp_bfly01(312)=-2816+j-6656, bfly01(312)=-11+j-26
bfly01_tmp(313)=-52+j6, temp_bfly01(313)=-13312+j1536, bfly01(313)=-52+j6
bfly01_tmp(314)=-32+j14, temp_bfly01(314)=-8192+j3584, bfly01(314)=-32+j14
bfly01_tmp(315)=38+j36, temp_bfly01(315)=9728+j9216, bfly01(315)=38+j36
bfly01_tmp(316)=8+j15, temp_bfly01(316)=2048+j3840, bfly01(316)=8+j15
bfly01_tmp(317)=-34+j-8, temp_bfly01(317)=-8704+j-2048, bfly01(317)=-34+j-8
bfly01_tmp(318)=13+j36, temp_bfly01(318)=3328+j9216, bfly01(318)=13+j36
bfly01_tmp(319)=17+j-14, temp_bfly01(319)=4352+j-3584, bfly01(319)=17+j-14
bfly01_tmp(320)=-32+j47, temp_bfly01(320)=-8192+j12032, bfly01(320)=-32+j47
bfly01_tmp(321)=17+j-15, temp_bfly01(321)=362+j-5792, bfly01(321)=1+j-23
bfly01_tmp(322)=-30+j-33, temp_bfly01(322)=-11403+j-543, bfly01(322)=-45+j-2
bfly01_tmp(323)=-12+j-36, temp_bfly01(323)=-8688+j-4344, bfly01(323)=-34+j-17
bfly01_tmp(324)=38+j10, temp_bfly01(324)=8688+j-5068, bfly01(324)=34+j-20
bfly01_tmp(325)=27+j-6, temp_bfly01(325)=3801+j-5973, bfly01(325)=15+j-23
bfly01_tmp(326)=59+j59, temp_bfly01(326)=21358+j0, bfly01(326)=83+j0
bfly01_tmp(327)=-8+j-22, temp_bfly01(327)=-5430+j-2534, bfly01(327)=-21+j-10
bfly01_tmp(328)=19+j-28, temp_bfly01(328)=-1629+j-8507, bfly01(328)=-6+j-33
bfly01_tmp(329)=-14+j-19, temp_bfly01(329)=-5973+j-905, bfly01(329)=-23+j-4
bfly01_tmp(330)=4+j-11, temp_bfly01(330)=-1267+j-2715, bfly01(330)=-5+j-11
bfly01_tmp(331)=0+j7, temp_bfly01(331)=1267+j1267, bfly01(331)=5+j5
bfly01_tmp(332)=55+j51, temp_bfly01(332)=19186+j-724, bfly01(332)=75+j-3
bfly01_tmp(333)=-28+j3, temp_bfly01(333)=-4525+j5611, bfly01(333)=-18+j22
bfly01_tmp(334)=-16+j-13, temp_bfly01(334)=-5249+j543, bfly01(334)=-21+j2
bfly01_tmp(335)=-29+j6, temp_bfly01(335)=-4163+j6335, bfly01(335)=-16+j25
bfly01_tmp(336)=-13+j9, temp_bfly01(336)=-724+j3982, bfly01(336)=-3+j16
bfly01_tmp(337)=-47+j-54, temp_bfly01(337)=-18281+j-1267, bfly01(337)=-71+j-5
bfly01_tmp(338)=-27+j48, temp_bfly01(338)=3801+j13575, bfly01(338)=15+j53
bfly01_tmp(339)=7+j-24, temp_bfly01(339)=-3077+j-5611, bfly01(339)=-12+j-22
bfly01_tmp(340)=5+j46, temp_bfly01(340)=9231+j7421, bfly01(340)=36+j29
bfly01_tmp(341)=4+j22, temp_bfly01(341)=4706+j3258, bfly01(341)=18+j13
bfly01_tmp(342)=1+j-32, temp_bfly01(342)=-5611+j-5973, bfly01(342)=-22+j-23
bfly01_tmp(343)=4+j20, temp_bfly01(343)=4344+j2896, bfly01(343)=17+j11
bfly01_tmp(344)=-29+j51, temp_bfly01(344)=3982+j14480, bfly01(344)=16+j57
bfly01_tmp(345)=11+j17, temp_bfly01(345)=5068+j1086, bfly01(345)=20+j4
bfly01_tmp(346)=-8+j-7, temp_bfly01(346)=-2715+j181, bfly01(346)=-11+j1
bfly01_tmp(347)=-42+j-53, temp_bfly01(347)=-17195+j-1991, bfly01(347)=-67+j-8
bfly01_tmp(348)=-10+j21, temp_bfly01(348)=1991+j5611, bfly01(348)=8+j22
bfly01_tmp(349)=43+j15, temp_bfly01(349)=10498+j-5068, bfly01(349)=41+j-20
bfly01_tmp(350)=-19+j25, temp_bfly01(350)=1086+j7964, bfly01(350)=4+j31
bfly01_tmp(351)=30+j9, temp_bfly01(351)=7059+j-3801, bfly01(351)=28+j-15
bfly01_tmp(352)=0+j-21, temp_bfly01(352)=-3801+j-3801, bfly01(352)=-15+j-15
bfly01_tmp(353)=-14+j-40, temp_bfly01(353)=-9774+j-4706, bfly01(353)=-38+j-18
bfly01_tmp(354)=14+j35, temp_bfly01(354)=8869+j3801, bfly01(354)=35+j15
bfly01_tmp(355)=22+j-30, temp_bfly01(355)=-1448+j-9412, bfly01(355)=-6+j-37
bfly01_tmp(356)=-12+j-12, temp_bfly01(356)=-4344+j0, bfly01(356)=-17+j0
bfly01_tmp(357)=-43+j-27, temp_bfly01(357)=-12670+j2896, bfly01(357)=-49+j11
bfly01_tmp(358)=29+j14, temp_bfly01(358)=7783+j-2715, bfly01(358)=30+j-11
bfly01_tmp(359)=7+j28, temp_bfly01(359)=6335+j3801, bfly01(359)=25+j15
bfly01_tmp(360)=42+j8, temp_bfly01(360)=9050+j-6154, bfly01(360)=35+j-24
bfly01_tmp(361)=3+j34, temp_bfly01(361)=6697+j5611, bfly01(361)=26+j22
bfly01_tmp(362)=5+j32, temp_bfly01(362)=6697+j4887, bfly01(362)=26+j19
bfly01_tmp(363)=-23+j59, temp_bfly01(363)=6516+j14842, bfly01(363)=25+j58
bfly01_tmp(364)=1+j-17, temp_bfly01(364)=-2896+j-3258, bfly01(364)=-11+j-13
bfly01_tmp(365)=-23+j-42, temp_bfly01(365)=-11765+j-3439, bfly01(365)=-46+j-13
bfly01_tmp(366)=44+j12, temp_bfly01(366)=10136+j-5792, bfly01(366)=40+j-23
bfly01_tmp(367)=44+j-20, temp_bfly01(367)=4344+j-11584, bfly01(367)=17+j-45
bfly01_tmp(368)=14+j28, temp_bfly01(368)=7602+j2534, bfly01(368)=30+j10
bfly01_tmp(369)=-4+j11, temp_bfly01(369)=1267+j2715, bfly01(369)=5+j11
bfly01_tmp(370)=2+j-5, temp_bfly01(370)=-543+j-1267, bfly01(370)=-2+j-5
bfly01_tmp(371)=-7+j-36, temp_bfly01(371)=-7783+j-5249, bfly01(371)=-30+j-21
bfly01_tmp(372)=-42+j31, temp_bfly01(372)=-1991+j13213, bfly01(372)=-8+j52
bfly01_tmp(373)=-5+j-12, temp_bfly01(373)=-3077+j-1267, bfly01(373)=-12+j-5
bfly01_tmp(374)=-25+j-10, temp_bfly01(374)=-6335+j2715, bfly01(374)=-25+j11
bfly01_tmp(375)=38+j-19, temp_bfly01(375)=3439+j-10317, bfly01(375)=13+j-40
bfly01_tmp(376)=-26+j-33, temp_bfly01(376)=-10679+j-1267, bfly01(376)=-42+j-5
bfly01_tmp(377)=17+j31, temp_bfly01(377)=8688+j2534, bfly01(377)=34+j10
bfly01_tmp(378)=-34+j32, temp_bfly01(378)=-362+j11946, bfly01(378)=-1+j47
bfly01_tmp(379)=6+j16, temp_bfly01(379)=3982+j1810, bfly01(379)=16+j7
bfly01_tmp(380)=-32+j-41, temp_bfly01(380)=-13213+j-1629, bfly01(380)=-52+j-6
bfly01_tmp(381)=3+j-42, temp_bfly01(381)=-7059+j-8145, bfly01(381)=-28+j-32
bfly01_tmp(382)=14+j-27, temp_bfly01(382)=-2353+j-7421, bfly01(382)=-9+j-29
bfly01_tmp(383)=-26+j32, temp_bfly01(383)=1086+j10498, bfly01(383)=4+j41
bfly01_tmp(384)=26+j-3, temp_bfly01(384)=4163+j-5249, bfly01(384)=16+j-21
bfly01_tmp(385)=-42+j-5, temp_bfly01(385)=-10752+j-1280, bfly01(385)=-42+j-5
bfly01_tmp(386)=26+j11, temp_bfly01(386)=6656+j2816, bfly01(386)=26+j11
bfly01_tmp(387)=57+j-33, temp_bfly01(387)=14592+j-8448, bfly01(387)=57+j-33
bfly01_tmp(388)=-37+j3, temp_bfly01(388)=-9472+j768, bfly01(388)=-37+j3
bfly01_tmp(389)=25+j4, temp_bfly01(389)=6400+j1024, bfly01(389)=25+j4
bfly01_tmp(390)=24+j-13, temp_bfly01(390)=6144+j-3328, bfly01(390)=24+j-13
bfly01_tmp(391)=26+j19, temp_bfly01(391)=6656+j4864, bfly01(391)=26+j19
bfly01_tmp(392)=-23+j-5, temp_bfly01(392)=-5888+j-1280, bfly01(392)=-23+j-5
bfly01_tmp(393)=11+j-44, temp_bfly01(393)=2816+j-11264, bfly01(393)=11+j-44
bfly01_tmp(394)=38+j9, temp_bfly01(394)=9728+j2304, bfly01(394)=38+j9
bfly01_tmp(395)=-33+j14, temp_bfly01(395)=-8448+j3584, bfly01(395)=-33+j14
bfly01_tmp(396)=13+j-5, temp_bfly01(396)=3328+j-1280, bfly01(396)=13+j-5
bfly01_tmp(397)=12+j42, temp_bfly01(397)=3072+j10752, bfly01(397)=12+j42
bfly01_tmp(398)=-43+j-21, temp_bfly01(398)=-11008+j-5376, bfly01(398)=-43+j-21
bfly01_tmp(399)=21+j-20, temp_bfly01(399)=5376+j-5120, bfly01(399)=21+j-20
bfly01_tmp(400)=67+j-16, temp_bfly01(400)=17152+j-4096, bfly01(400)=67+j-16
bfly01_tmp(401)=5+j-34, temp_bfly01(401)=1280+j-8704, bfly01(401)=5+j-34
bfly01_tmp(402)=-29+j13, temp_bfly01(402)=-7424+j3328, bfly01(402)=-29+j13
bfly01_tmp(403)=-39+j31, temp_bfly01(403)=-9984+j7936, bfly01(403)=-39+j31
bfly01_tmp(404)=18+j-4, temp_bfly01(404)=4608+j-1024, bfly01(404)=18+j-4
bfly01_tmp(405)=21+j11, temp_bfly01(405)=5376+j2816, bfly01(405)=21+j11
bfly01_tmp(406)=-36+j0, temp_bfly01(406)=-9216+j0, bfly01(406)=-36+j0
bfly01_tmp(407)=-26+j-24, temp_bfly01(407)=-6656+j-6144, bfly01(407)=-26+j-24
bfly01_tmp(408)=-8+j25, temp_bfly01(408)=-2048+j6400, bfly01(408)=-8+j25
bfly01_tmp(409)=53+j71, temp_bfly01(409)=13568+j18176, bfly01(409)=53+j71
bfly01_tmp(410)=-15+j-18, temp_bfly01(410)=-3840+j-4608, bfly01(410)=-15+j-18
bfly01_tmp(411)=10+j-10, temp_bfly01(411)=2560+j-2560, bfly01(411)=10+j-10
bfly01_tmp(412)=-9+j9, temp_bfly01(412)=-2304+j2304, bfly01(412)=-9+j9
bfly01_tmp(413)=-8+j-16, temp_bfly01(413)=-2048+j-4096, bfly01(413)=-8+j-16
bfly01_tmp(414)=30+j-35, temp_bfly01(414)=7680+j-8960, bfly01(414)=30+j-35
bfly01_tmp(415)=17+j4, temp_bfly01(415)=4352+j1024, bfly01(415)=17+j4
bfly01_tmp(416)=17+j2, temp_bfly01(416)=4352+j512, bfly01(416)=17+j2
bfly01_tmp(417)=33+j-23, temp_bfly01(417)=8448+j-5888, bfly01(417)=33+j-23
bfly01_tmp(418)=7+j21, temp_bfly01(418)=1792+j5376, bfly01(418)=7+j21
bfly01_tmp(419)=-63+j-49, temp_bfly01(419)=-16128+j-12544, bfly01(419)=-63+j-49
bfly01_tmp(420)=24+j-24, temp_bfly01(420)=6144+j-6144, bfly01(420)=24+j-24
bfly01_tmp(421)=-54+j24, temp_bfly01(421)=-13824+j6144, bfly01(421)=-54+j24
bfly01_tmp(422)=13+j-15, temp_bfly01(422)=3328+j-3840, bfly01(422)=13+j-15
bfly01_tmp(423)=46+j-26, temp_bfly01(423)=11776+j-6656, bfly01(423)=46+j-26
bfly01_tmp(424)=-51+j18, temp_bfly01(424)=-13056+j4608, bfly01(424)=-51+j18
bfly01_tmp(425)=19+j-34, temp_bfly01(425)=4864+j-8704, bfly01(425)=19+j-34
bfly01_tmp(426)=29+j21, temp_bfly01(426)=7424+j5376, bfly01(426)=29+j21
bfly01_tmp(427)=-16+j-8, temp_bfly01(427)=-4096+j-2048, bfly01(427)=-16+j-8
bfly01_tmp(428)=-11+j-48, temp_bfly01(428)=-2816+j-12288, bfly01(428)=-11+j-48
bfly01_tmp(429)=45+j10, temp_bfly01(429)=11520+j2560, bfly01(429)=45+j10
bfly01_tmp(430)=-19+j4, temp_bfly01(430)=-4864+j1024, bfly01(430)=-19+j4
bfly01_tmp(431)=10+j-20, temp_bfly01(431)=2560+j-5120, bfly01(431)=10+j-20
bfly01_tmp(432)=-3+j39, temp_bfly01(432)=-768+j9984, bfly01(432)=-3+j39
bfly01_tmp(433)=43+j-3, temp_bfly01(433)=11008+j-768, bfly01(433)=43+j-3
bfly01_tmp(434)=2+j-8, temp_bfly01(434)=512+j-2048, bfly01(434)=2+j-8
bfly01_tmp(435)=-13+j-24, temp_bfly01(435)=-3328+j-6144, bfly01(435)=-13+j-24
bfly01_tmp(436)=-15+j19, temp_bfly01(436)=-3840+j4864, bfly01(436)=-15+j19
bfly01_tmp(437)=-17+j-20, temp_bfly01(437)=-4352+j-5120, bfly01(437)=-17+j-20
bfly01_tmp(438)=-36+j30, temp_bfly01(438)=-9216+j7680, bfly01(438)=-36+j30
bfly01_tmp(439)=32+j-39, temp_bfly01(439)=8192+j-9984, bfly01(439)=32+j-39
bfly01_tmp(440)=-13+j20, temp_bfly01(440)=-3328+j5120, bfly01(440)=-13+j20
bfly01_tmp(441)=-4+j-2, temp_bfly01(441)=-1024+j-512, bfly01(441)=-4+j-2
bfly01_tmp(442)=40+j18, temp_bfly01(442)=10240+j4608, bfly01(442)=40+j18
bfly01_tmp(443)=4+j30, temp_bfly01(443)=1024+j7680, bfly01(443)=4+j30
bfly01_tmp(444)=30+j-41, temp_bfly01(444)=7680+j-10496, bfly01(444)=30+j-41
bfly01_tmp(445)=-38+j-2, temp_bfly01(445)=-9728+j-512, bfly01(445)=-38+j-2
bfly01_tmp(446)=-3+j0, temp_bfly01(446)=-768+j0, bfly01(446)=-3+j0
bfly01_tmp(447)=-17+j-34, temp_bfly01(447)=-4352+j-8704, bfly01(447)=-17+j-34
bfly01_tmp(448)=-58+j-25, temp_bfly01(448)=-14848+j-6400, bfly01(448)=-58+j-25
bfly01_tmp(449)=-57+j-35, temp_bfly01(449)=3982+j16652, bfly01(449)=16+j65
bfly01_tmp(450)=18+j-45, temp_bfly01(450)=-11403+j4887, bfly01(450)=-45+j19
bfly01_tmp(451)=4+j-20, temp_bfly01(451)=-4344+j2896, bfly01(451)=-17+j11
bfly01_tmp(452)=-10+j-44, temp_bfly01(452)=-6154+j9774, bfly01(452)=-24+j38
bfly01_tmp(453)=7+j-22, temp_bfly01(453)=-5249+j2715, bfly01(453)=-21+j11
bfly01_tmp(454)=-9+j-13, temp_bfly01(454)=-724+j3982, bfly01(454)=-3+j16
bfly01_tmp(455)=32+j-20, temp_bfly01(455)=-9412+j-2172, bfly01(455)=-37+j-8
bfly01_tmp(456)=59+j-34, temp_bfly01(456)=-16833+j-4525, bfly01(456)=-66+j-18
bfly01_tmp(457)=-44+j27, temp_bfly01(457)=12851+j3077, bfly01(457)=50+j12
bfly01_tmp(458)=42+j-9, temp_bfly01(458)=-9231+j-5973, bfly01(458)=-36+j-23
bfly01_tmp(459)=-38+j-3, temp_bfly01(459)=6335+j7421, bfly01(459)=25+j29
bfly01_tmp(460)=-17+j21, temp_bfly01(460)=6878+j-724, bfly01(460)=27+j-3
bfly01_tmp(461)=-18+j-5, temp_bfly01(461)=2353+j4163, bfly01(461)=9+j16
bfly01_tmp(462)=-14+j-1, temp_bfly01(462)=2353+j2715, bfly01(462)=9+j11
bfly01_tmp(463)=29+j-6, temp_bfly01(463)=-6335+j-4163, bfly01(463)=-25+j-16
bfly01_tmp(464)=-3+j71, temp_bfly01(464)=13394+j-12308, bfly01(464)=52+j-48
bfly01_tmp(465)=7+j-24, temp_bfly01(465)=-5611+j3077, bfly01(465)=-22+j12
bfly01_tmp(466)=13+j4, temp_bfly01(466)=-1629+j-3077, bfly01(466)=-6+j-12
bfly01_tmp(467)=23+j10, temp_bfly01(467)=-2353+j-5973, bfly01(467)=-9+j-23
bfly01_tmp(468)=-17+j4, temp_bfly01(468)=3801+j2353, bfly01(468)=15+j9
bfly01_tmp(469)=-2+j58, temp_bfly01(469)=10860+j-10136, bfly01(469)=42+j-40
bfly01_tmp(470)=-5+j-32, temp_bfly01(470)=-4887+j6697, bfly01(470)=-19+j26
bfly01_tmp(471)=12+j42, temp_bfly01(471)=5430+j-9774, bfly01(471)=21+j-38
bfly01_tmp(472)=21+j-29, temp_bfly01(472)=-9050+j1448, bfly01(472)=-35+j6
bfly01_tmp(473)=-41+j-5, temp_bfly01(473)=6516+j8326, bfly01(473)=25+j33
bfly01_tmp(474)=52+j-5, temp_bfly01(474)=-10317+j-8507, bfly01(474)=-40+j-33
bfly01_tmp(475)=14+j-3, temp_bfly01(475)=-3077+j-1991, bfly01(475)=-12+j-8
bfly01_tmp(476)=16+j51, temp_bfly01(476)=6335+j-12127, bfly01(476)=25+j-47
bfly01_tmp(477)=-15+j3, temp_bfly01(477)=3258+j2172, bfly01(477)=13+j8
bfly01_tmp(478)=-37+j3, temp_bfly01(478)=7240+j6154, bfly01(478)=28+j24
bfly01_tmp(479)=22+j-25, temp_bfly01(479)=-8507+j543, bfly01(479)=-33+j2
bfly01_tmp(480)=-4+j-21, temp_bfly01(480)=-3077+j4525, bfly01(480)=-12+j18
bfly01_tmp(481)=-50+j26, temp_bfly01(481)=13756+j4344, bfly01(481)=54+j17
bfly01_tmp(482)=4+j-19, temp_bfly01(482)=-4163+j2715, bfly01(482)=-16+j11
bfly01_tmp(483)=-36+j50, temp_bfly01(483)=15566+j-2534, bfly01(483)=61+j-10
bfly01_tmp(484)=46+j24, temp_bfly01(484)=-3982+j-12670, bfly01(484)=-16+j-49
bfly01_tmp(485)=-25+j-3, temp_bfly01(485)=3982+j5068, bfly01(485)=16+j20
bfly01_tmp(486)=-51+j20, temp_bfly01(486)=12851+j5611, bfly01(486)=50+j22
bfly01_tmp(487)=-51+j22, temp_bfly01(487)=13213+j5249, bfly01(487)=52+j21
bfly01_tmp(488)=22+j72, temp_bfly01(488)=9050+j-17014, bfly01(488)=35+j-66
bfly01_tmp(489)=39+j-12, temp_bfly01(489)=-9231+j-4887, bfly01(489)=-36+j-19
bfly01_tmp(490)=69+j-22, temp_bfly01(490)=-16471+j-8507, bfly01(490)=-64+j-33
bfly01_tmp(491)=-35+j1, temp_bfly01(491)=6516+j6154, bfly01(491)=25+j24
bfly01_tmp(492)=-9+j-5, temp_bfly01(492)=724+j2534, bfly01(492)=3+j10
bfly01_tmp(493)=33+j44, temp_bfly01(493)=1991+j-13937, bfly01(493)=8+j-54
bfly01_tmp(494)=-18+j-14, temp_bfly01(494)=724+j5792, bfly01(494)=3+j23
bfly01_tmp(495)=36+j-38, temp_bfly01(495)=-13394+j362, bfly01(495)=-52+j1
bfly01_tmp(496)=-26+j-6, temp_bfly01(496)=3620+j5792, bfly01(496)=14+j23
bfly01_tmp(497)=-16+j-5, temp_bfly01(497)=1991+j3801, bfly01(497)=8+j15
bfly01_tmp(498)=-6+j-11, temp_bfly01(498)=-905+j3077, bfly01(498)=-4+j12
bfly01_tmp(499)=-55+j2, temp_bfly01(499)=10317+j9593, bfly01(499)=40+j37
bfly01_tmp(500)=2+j35, temp_bfly01(500)=5973+j-6697, bfly01(500)=23+j-26
bfly01_tmp(501)=31+j26, temp_bfly01(501)=-905+j-10317, bfly01(501)=-4+j-40
bfly01_tmp(502)=19+j2, temp_bfly01(502)=-3077+j-3801, bfly01(502)=-12+j-15
bfly01_tmp(503)=-10+j-27, temp_bfly01(503)=-3077+j6697, bfly01(503)=-12+j26
bfly01_tmp(504)=-36+j-13, temp_bfly01(504)=4163+j8869, bfly01(504)=16+j35
bfly01_tmp(505)=3+j-21, temp_bfly01(505)=-4344+j3258, bfly01(505)=-17+j13
bfly01_tmp(506)=-46+j6, temp_bfly01(506)=9412+j7240, bfly01(506)=37+j28
bfly01_tmp(507)=42+j-34, temp_bfly01(507)=-13756+j-1448, bfly01(507)=-54+j-6
bfly01_tmp(508)=-28+j-25, temp_bfly01(508)=543+j9593, bfly01(508)=2+j37
bfly01_tmp(509)=-21+j30, temp_bfly01(509)=9231+j-1629, bfly01(509)=36+j-6
bfly01_tmp(510)=-64+j-5, temp_bfly01(510)=10679+j12489, bfly01(510)=42+j49
bfly01_tmp(511)=-2+j2, temp_bfly01(511)=724+j0, bfly01(511)=3+j0
bfly01_tmp(512)=-6+j11, temp_bfly01(512)=3077+j-905, bfly01(512)=12+j-4
